Original form,Preposition,Variant form,Lemma form,Standard form,Description,Place name or non-name,Real or fictional,Type of place name,Type of locality,Type of non-name,Latitude,Longitude,Language,Work,Source,Page/Folio,Source type,Edition,Edition page,Edition page link,Level of certainty,Notes ,ID link,coordinateSource,mapLocation,year,yearFrom,yearTo,marker
babyloniam saa jac aldrigh,,Babylonia,Babylonia,Babylonia,Neo-Babylonian Empire,Place name,real,choronym,country,,33.13906,35.85869,Old Danish,Sjælens Trøst,C 529,13,Manuscript,Nielsen 1937-1952,15,,Educated guess,Might designate the city Babylon. Babyloniam is a Latin accusative form. ,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=171),show-as-description,Middle East,,1415,1435,
fra babylonia,fran,Babylonia,Babylonia,Babylonia,Neo-Babylonian Empire,Place name,real,choronym,country,,33.13906,35.85869,Old Danish,Sjælens Trøst,C 529,13,Manuscript,Nielsen 1937-1952,15,,Educated guess,Might designate the city Babylon.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=173),show-as-description,Middle East,,1415,1435,
til babylonia,til,Babylonia,Babylonia,Babylonia,Neo-Babylonian Empire,Place name,real,choronym,country,,33.13906,35.85869,Old Danish,Sjælens Trøst,C 529,13,Manuscript,Nielsen 1937-1952,15,,Educated guess,Might designate the city Babylon.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=175),show-as-description,Middle East,,1415,1435,
til babyloniam,til,Babylonia,Babylonia,Babylonia,Neo-Babylonian Empire,Place name,real,choronym,country,,33.13906,35.85869,Old Danish,Sjælens Trøst,C 529,13,Manuscript,Nielsen 1937-1952,15,,Educated guess,The name is declined as a Latin accusative. Might designate the city Babylon.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=177),show-as-description,Middle East,,1415,1435,
j judhaland,i,Judhaland,Jutheland,Judea,,Place name,real,choronym,region,,31.58333,35,Old Danish,Sjælens Trøst,C 529,13,Manuscript,Nielsen 1937-1952,15,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=179),source,,,1415,1435,
til rom,til,Rom,Rom,Rome,,Place name,real,settlement name,city,,41.89193,12.51133,Old Danish,Sjælens Trøst,C 529,14,Manuscript,Nielsen 1937-1952,16,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=181),source,,,1415,1435,🏙️
til room,til,Room,Rom,Rome,,Place name,real,settlement name,city,,41.89193,12.51133,Old Danish,Sjælens Trøst,C 529,14,Manuscript,Nielsen 1937-1952,16,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=183),source,,,1415,1435,🏙️
konungins son af fran-,af,Fran,Frankerike,France,,Place name,real,choronym,country,,46,2,Old Danish,Sjælens Trøst,A 109,28,Manuscript,Nielsen 1937-1952,28,,Educated guess,"Lacuna, the form ""fran[karike]"" is intended.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=185),source,,,1415,1435,
i rom,i,Rom,Rom,Rome,,Place name,real,settlement name,city,,41.89193,12.51133,Old Danish,Sjælens Trøst,A 109,28,Manuscript,Nielsen 1937-1952,28,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=187),source,,,1415,1435,🏙️
til rom,,Rom,Rom,Rome,,Place name,real,settlement name,city,,41.89193,12.51133,Old Danish,Sjælens Trøst,A 109,28,Manuscript,Nielsen 1937-1952,28,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=189),source,,,1415,1435,🏙️
romarum,,romara,romere,Roman,,Non-name,real,,,inhabitant designation,41.89193,12.51133,Old Danish,Sjælens Trøst,A 109,28,Manuscript,Nielsen 1937-1952,28,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=191),show-as,Rome,,1415,1435,
i ierusalem,i,Ierusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Sjælens Trøst,A 109,29,Manuscript,Nielsen 1937-1952,28,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=193),source,,,1415,1435,🏙️
til ierusalem,til,Ierusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Sjælens Trøst,A 109,29,Manuscript,Nielsen 1937-1952,28,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=195),source,,,1415,1435,🏙️
ofvir paradiis,yver,Paradiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Sjælens Trøst,A 109,39,Manuscript,Nielsen 1937-1952,36,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=197),show-as,Middle East,,1415,1435,
af svdama oc gumorra,af,Gumorra,Gomorra,Gomorrah,,Place name,real,settlement name,city,,33.13906,35.85869,Old Danish,Sjælens Trøst,A 109,40,Manuscript,Nielsen 1937-1952,37,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=199),show-as,Middle East,,1415,1435,🏙️
gomorra,,Gomorra,Gomorra,Gomorrah,,Place name,real,settlement name,city,,33.13906,35.85869,Old Danish,Sjælens Trøst,A 109,40,Manuscript,Nielsen 1937-1952,37,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=201),show-as,Middle East,,1415,1435,🏙️
gomurra,,Gomurra,Gomorra,Gomorrah,,Place name,real,settlement name,city,,33.13906,35.85869,Old Danish,Sjælens Trøst,A 109,40,Manuscript,Nielsen 1937-1952,37,,Commonly attested and known,"Genitve form: ""Sodoma synd oc gomurra"".",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=203),show-as,Middle East,,1415,1435,🏙️
seboyn,,Seboyn,Seboim,Zeboim,,Place name,real,settlement name,city,,33.13906,35.85869,Old Danish,Sjælens Trøst,A 109,40,Manuscript,Nielsen 1937-1952,37,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=205),show-as,Middle East,,1415,1435,🏙️
segor,,Segor,Segor,Zoara,Segor,Place name,real,settlement name,city,,33.13906,35.85869,Old Danish,Sjælens Trøst,A 109,40,Manuscript,Nielsen 1937-1952,37,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=207),show-as,Middle East,,1415,1435,🏙️
mat thv vida at fæ[m] stædhir the [sunco] for skiørlifnathz synd (...) theras nafn voro swa. sodama. gomorra. seboyn. sela. oc segor,,Sela,Sela,Bela,,Place name,real,settlement name,city,,33.13906,35.85869,Old Danish,Sjælens Trøst,A 109,40,Manuscript,Nielsen 1937-1952,37,,Educated guess,"The pentapolis mentioned in Genesis 14 consisted of the citys of Sodom, Gomorrah, Zeboim, Adma, and Zoara. In this attestation, as well as in the MLG source (Sela; Schmitt 1959: 197), the city of Adma seems to be confused with the previous name of Zoara, Bela, due to some scribal misunderstanding.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=209),show-as,Middle East,,1415,1435,🏙️
sodama,,Sodama,Sodoma,Sodom,,Place name,real,settlement name,city,,33.13906,35.85869,Old Danish,Sjælens Trøst,A 109,40,Manuscript,Nielsen 1937-1952,37,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=211),show-as,Middle East,,1415,1435,🏙️
Sodoma synd oc gomurra,,Sodoma,Sodoma,Sodom,,Place name,real,settlement name,city,,33.13906,35.85869,Old Danish,Sjælens Trøst,A 109,40,Manuscript,Nielsen 1937-1952,37,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=213),show-as,Middle East,,1415,1435,🏙️
af svdama oc gumorra,af,Svdama,Sodoma,Sodom,,Place name,real,settlement name,city,,33.13906,35.85869,Old Danish,Sjælens Trøst,A 109,40,Manuscript,Nielsen 1937-1952,37,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=215),show-as,Middle East,,1415,1435,🏙️
tha bodhe i sodama abrahams brodhir. som het lot,,Sodama,Sodoma,Sodom,,Place name,real,settlement name,city,,33.13906,35.85869,Old Danish,Sjælens Trøst,A 109,40,Manuscript,Nielsen 1937-1952,37,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=217),show-as,Middle East,,1415,1435,🏙️
i dotaym,i,Dotaym,Dotaim,Dothan,,Place name,real,settlement name,city,,32.413528,35.239861,Old Danish,Sjælens Trøst,A 109,45,Manuscript,Nielsen 1937-1952,41,,Educated guess,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=219),source,,,1415,1435,🏙️
af ebron,af,Ebron,Ebron,Hebron,,Place name,real,settlement name,city,,31.52935,35.0938,Old Danish,Sjælens Trøst,A 109,45,Manuscript,Nielsen 1937-1952,41,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=221),source,,,1415,1435,🏙️
til egyptoland,til,Egyptoland,Egipteland,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,47,Manuscript,Nielsen 1937-1952,42,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=223),source,,,1415,1435,
egypto konung,,egyptokonung,egiptekunung,Egyptian,,Non-name,real,,,inhabitant designation,27,30,Old Danish,Sjælens Trøst,A 109,50,Manuscript,Nielsen 1937-1952,44,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=225),show-as,Egypt,,1415,1435,
egypto rige,,Egyptorige,Egipterike,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,50,Manuscript,Nielsen 1937-1952,44,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=227),source,,,1415,1435,
i paradiis,i,Paradiis,Paradis,Paradise,,Place name,real,choronym,region,,33.13906,35.85869,Old Danish,Sjælens Trøst,A 109,54,Manuscript,Nielsen 1937-1952,47,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=229),show-as,Middle East,,1415,1435,
i egipto land,i,Egiptoland,Egipteland,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,55,Manuscript,Nielsen 1937-1952,47,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=231),source,,,1415,1435,
i egypto land,i,Egyptoland,Egipteland,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,55,Manuscript,Nielsen 1937-1952,47,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=233),source,,,1415,1435,
i egypto land,i,Egyptoland,Egipteland,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,55,Manuscript,Nielsen 1937-1952,47,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=235),source,,,1415,1435,
af chanaan land,af,Chanaanland,Chanaanland,Canaan,,Place name,real,choronym,region,,32.452281,35.45541,Old Danish,Sjælens Trøst,A 109,55,Manuscript,Nielsen 1937-1952,48,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=237),source,,,1415,1435,
til egyptum,til,Egyptus,Egiptus,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,57,Manuscript,Nielsen 1937-1952,49,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=239),source,,,1415,1435,
i egypto land,i,Egyptoland,Egipteland,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,57,Manuscript,Nielsen 1937-1952,49,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=241),source,,,1415,1435,
saldin til egypto,til,egyptus,egiptes,Egyptian,,Non-name,real,,,inhabitant designation,27,30,Old Danish,Sjælens Trøst,A 109,60,Manuscript,Nielsen 1937-1952,51,,Educated guess,"This may be an attestation of the country Egypt, not the inhabitant designation.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=243),show-as,Egypt,,1415,1435,
til egypto land,til,Egyptoland,Egipteland,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,60,Manuscript,Nielsen 1937-1952,51,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=245),source,,,1415,1435,
til egyptum,til,Egyptus,Egiptus,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,61,Manuscript,Nielsen 1937-1952,51,,Commonly attested and known,Egyptum is a Latin accusative form,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=247),source,,,1415,1435,
til egypto land,til,Egyptoland,Egipteland,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,61,Manuscript,Nielsen 1937-1952,51,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=249),source,,,1415,1435,
i egypto,i,Egyptus,Egiptus,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,61,Manuscript,Nielsen 1937-1952,52,,Commonly attested and known,The name is declined as a Latin dative/ablative.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=251),source,,,1415,1435,
til egyptum,til,Egyptus,Egiptus,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,61,Manuscript,Nielsen 1937-1952,52,,Commonly attested and known,Egyptum is a Latin accusative form,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=253),source,,,1415,1435,
af egypto land,af,Egyptoland,Egipteland,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,61,Manuscript,Nielsen 1937-1952,52,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=255),source,,,1415,1435,
af egypto land,af,Egyptoland,Egipteland,Egypt,Ancient Egypt,Place name,real,choronym,country,,27,30,Old Danish,Sjælens Trøst,A 109,64,Manuscript,Nielsen 1937-1952,54,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=257),source,,,1415,1435,
finis aff apolis,af,Apolis,Apolis,Apolis,,Place name,fictional,settlement name,city,,,,Old Swedish,Flores och Blanzeflor,D 4a,151,Manuscript,Olson 1921 [1956],1,,Unknown,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=259),unresolved,,,1448,1453,🏙️
ffennix aff apolis,af,Apolis,Apolis,Apolis,,Place name,fictional,settlement name,city,,,,Old Swedish,Flores och Blanzeflor,AM 191 fol.,67r,Manuscript,Olson 1921 [1956],1,,Unknown,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=261),unresolved,,,1492,1497,🏙️
een riddare aff franz,af,Franz,Franz,France,,Place name,real,choronym,country,,46,2,Old Swedish,Flores och Blanzeflor,D 4,90r,Manuscript,Olson 1921 [1956],3,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=263),source,,,1400,1430,
en herra aff franz,af,Franz,Franz,France,,Place name,real,choronym,country,,46,2,Old Swedish,Flores och Blanzeflor,D 4a,151,Manuscript,Olson 1921 [1956],3,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=265),source,,,1448,1453,
en herra aff frandz,af,Frandz,Franz,France,,Place name,real,choronym,country,,46,2,Old Swedish,Flores och Blanzeflor,AM 191 fol.,67r,Manuscript,Olson 1921 [1956],3,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=267),source,,,1492,1497,
til gabaon,til,Gabaon,Gabaon,Gibeon,,Place name,real,settlement name,city,,31.85203,35.18451,Old Danish,Sjælens Trøst,A 109,64,Manuscript,Nielsen 1937-1952,54,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=269),source,,,1415,1435,🏙️
et bærgh het lybanus,,Lybanus,Libanus,Mount Lebanon,,Place name,real,oronym,mountain,,34.29899,36.10584,Old Danish,Sjælens Trøst,A 109,65,Manuscript,Nielsen 1937-1952,54,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=271),source,,,1415,1435,⛰️
til ierusalem,til,Ierusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Sjælens Trøst,A 109,71,Manuscript,Nielsen 1937-1952,59,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=273),source,,,1415,1435,🏙️
til ierusalem,til,Ierusalem,Jerusalem,Jerusalem,,Place name,real,settlement name,city,,31.76904,35.21633,Old Danish,Sjælens Trøst,A 109,71,Manuscript,Nielsen 1937-1952,59,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=275),source,,,1415,1435,🏙️
drotningen af saba,af,Saba,Saba,Sheba,,Place name,real,choronym,country,,15.37954,44.70886,Old Danish,Sjælens Trøst,A 109,71,Manuscript,Nielsen 1937-1952,59,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=277),source,,,1415,1435,
canans blodh,,Canan,Chanaan,Canaan,,Place name,real,choronym,region,,32.452281,35.45541,Old Danish,Sjælens Trøst,A 109,79,Manuscript,Nielsen 1937-1952,65,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=279),source,,,1415,1435,
fara ofvir mærit,yver,Mærit,Mæret,Mediterranean Sea,,Place name,real,hydronym,sea,,35,20,Old Danish,Sjælens Trøst,A 109,84,Manuscript,Nielsen 1937-1952,68,,Educated guess,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=281),source,,,1415,1435,🌊
