root_category,found_in_category,pageid,title,url,categories,matched_keyword,date,marker,latitude,longitude
Category:11th-century books,Category:11th-century Japanese books,22541707,Hamamatsu Chūnagon Monogatari,https://en.wikipedia.org/?curid=22541707,Category:11th-century Japanese books | Category:Fiction about Buddhism | Category:Late Old Japanese texts | Category:Monogatari,Japanese,1000,📜,35.011564,135.768149
Category:11th-century books,Category:11th-century Japanese books,64078338,Hokke Genki,https://en.wikipedia.org/?curid=64078338,Category:11th-century Japanese books | Category:Fiction about Buddhism | Category:Heian period in literature | Category:Japanese Buddhist texts | Category:Japanese mythology | Category:Late Old Japanese texts | Category:Setsuwa,Japanese,1000,📜,35.060556,135.840556
Category:11th-century books,Category:11th-century Japanese books,11190723,Honchō Monzui,https://en.wikipedia.org/?curid=11190723,Category:11th-century Japanese books | Category:Late Old Japanese texts,Japanese,1000,📜,35.011564,135.768149
Category:11th-century books,Category:11th-century Japanese books,481231,The Pillow Book,https://en.wikipedia.org/?curid=481231,Category:1000s in Japan | Category:1002 books | Category:1002 in Asia | Category:11th-century Japanese books | Category:Heian period in literature | Category:Late Old Japanese texts | Category:The Pillow Book,Japan,1000,📜,35.011564,135.768149
Category:11th-century books,Category:11th-century Japanese books,11259919,Uji Dainagon Monogatari,https://en.wikipedia.org/?curid=11259919,Category:11th-century Japanese books | Category:Japanese literature stubs | Category:Late Old Japanese texts,Japanese,1000,📜,35.011564,135.768149
Category:11th-century books,Category:11th-century Japanese books,20626097,Wakan rōeishū,https://en.wikipedia.org/?curid=20626097,Category:11th-century Japanese books | Category:Japanese poetry anthologies | Category:Late Old Japanese texts,Japanese,1000,📚,35.011564,135.768149
Category:11th-century books,Category:11th-century Japanese books,22356426,Yoru no Nezame,https://en.wikipedia.org/?curid=22356426,Category:11th-century Japanese books | Category:Late Old Japanese texts | Category:Monogatari,Japanese,1000,📜,35.011564,135.768149
Category:11th-century books,Category:11th-century Persian books,8278748,Bahman-nameh,https://en.wikipedia.org/?curid=8278748,Category:11th-century Persian books | Category:Epic poems in Persian | Category:Iran stubs | Category:Persian mythology | Category:Poems in Persian,Iran,1000,📕,32.66528,51.67028
Category:11th-century books,Category:11th-century Persian books,65891282,Danishnama,https://en.wikipedia.org/?curid=65891282,Category:11th-century Persian books | Category:Metaphysics literature | Category:Persian literature | Category:Scientific works of the medieval Islamic world | Category:Works by Avicenna,Persian,1000,📕,32.66528,51.67028
Category:11th-century books,Category:11th-century Persian books,35868555,Diwan (Nasir Khusraw),https://en.wikipedia.org/?curid=35868555,Category:11th-century Persian books | Category:Persian literature,Persian,1000,📕,36.42778,70.79806
Category:11th-century books,Category:11th-century Persian books,49089366,Garshasp-nama,https://en.wikipedia.org/?curid=49089366,Category:11th-century Persian books | Category:Epic poems in Persian | Category:Persian mythology,Persian,1000,📕,39.21611,45.41056
Category:11th-century books,Category:11th-century Persian books,47342006,Kashf al-Mahjub,https://en.wikipedia.org/?curid=47342006,Category:11th-century Persian books | Category:Indian Sufi saints | Category:Iranian books | Category:Islamic theology books,Indian,1000,📕,31.54972,74.34361
Category:11th-century books,Category:11th-century Persian books,3161301,Qabus-nama,https://en.wikipedia.org/?curid=3161301,Category:11th-century Persian books | Category:Islamic mirrors for princes | Category:Persian literature,Persian,1000,📕,36.83694,54.43722
Category:11th-century books,Category:11th-century Persian books,4538130,Safarnama,https://en.wikipedia.org/?curid=4538130,Category:11th-century Persian books | Category:African travel books | Category:Asian travel books | Category:Diaries | Category:Hajj accounts | Category:Iranian history stubs | Category:Middle Eastern history book stubs | Category:Travel book stubs | Category:Travelogues of Palestine,Persian,1000,📕,36.42778,70.79806
Category:11th-century books,Category:11th-century Persian books,24767527,Tarikh-i Bayhaqi,https://en.wikipedia.org/?curid=24767527,Category:11th-century Persian books | Category:Ghaznavid Empire | Category:History books about Iran | Category:Iranian books,Iran,1000,📕,33.54506,68.41740
Category:11th-century books,Category:11th-century Persian books,49050273,Tarikh-i Sistan,https://en.wikipedia.org/?curid=49050273,Category:11th-century Persian books | Category:History of Sistan | Category:Iranian history stubs | Category:Medieval history of Iran,Iran,1000,📕,30.96000,61.86000
Category:11th-century books,Category:11th-century Persian books,3788263,Vis and Rāmin,https://en.wikipedia.org/?curid=3788263,Category:11th-century Persian books | Category:11th-century poems | Category:Epic poems in Persian | Category:Love stories | Category:Persian mythology | Category:Poems in Persian,Persian,1000,📕,32.66528,51.67028
Category:12th-century books,Category:12th-century books,81409789,Al-Nihaya fi al-Gharib al-Hadith,https://en.wikipedia.org/?curid=81409789,Category:12th-century books | Category:Abbasid literature | Category:Arabic dictionaries | Category:Arabic-language books | Category:Islamic literature | Category:Sunni literature,Arabic,1100,📕,36.34000,43.13000
Category:12th-century books,Category:12th-century books,4348501,The Alchemy of Happiness,https://en.wikipedia.org/?curid=4348501,Category:12th-century books | Category:Alchemical documents | Category:Books about Islam | Category:Books by Al-Ghazali | Category:Happiness | Category:Mystical books | Category:Persian literature | Category:Sufism,Persian,1100,📕,36.479167,59.509722
Category:12th-century books,Category:12th-century books,62169388,Alfiyya,https://en.wikipedia.org/?curid=62169388,Category:1198 books | Category:12th-century books | Category:Arabic non-fiction books | Category:Grammar books,Arabic,1198,📕,35.13500,36.75000
Category:12th-century books,Category:12th-century books,8660730,André de France,https://en.wikipedia.org/?curid=8660730,Category:12th-century books | Category:Fictional French people | Category:Lost books | Category:Male characters in literature | Category:Medieval French romances | Category:Poem stubs,France,1100,📕,48.85670,2.35220
Category:12th-century books,Category:12th-century books,41212355,Annales ianuenses,https://en.wikipedia.org/?curid=41212355,Category:12th-century books | Category:13th-century books | Category:Bibliothèque nationale de France collections | Category:History of the Republic of Genoa | Category:Italian chronicles,France,1100,📚,44.41111,8.93278
Category:12th-century books,Category:12th-century books,23953779,Der arme Heinrich,https://en.wikipedia.org/?curid=23953779,Category:12th-century books | Category:Medieval German poems | Category:Middle High German literature | Category:Works by Hartmann von Aue,German,1100,📕,48.45000,8.94000
Category:12th-century books,Category:12th-century books,18848450,Aspremont (chanson de geste),https://en.wikipedia.org/?curid=18848450,Category:12th-century books | Category:12th-century poems | Category:Chansons de geste | Category:Cultural depictions of Charlemagne | Category:Epic poems in French | Category:French poems | Category:Works based on The Song of Roland,French,1100,📕,38.16700,16.00000
Category:12th-century books,Category:12th-century books,4436954,Aucassin and Nicolette,https://en.wikipedia.org/?curid=4436954,Category:12th-century books | Category:13th-century books | Category:Courtly love | Category:Medieval French literature,French,1100,📕,50.29200,2.78000
Category:12th-century books,Category:12th-century books,55904732,The Beginning of Guidance,https://en.wikipedia.org/?curid=55904732,Category:12th-century books | Category:Books about Islam | Category:Books by Al-Ghazali | Category:Persian literature | Category:Sufi literature,Persian,1100,📕,36.479167,59.509722
Category:12th-century books,Category:12th-century books,33342893,Bijaganita,https://en.wikipedia.org/?curid=33342893,Category:12th-century Sanskrit literature | Category:12th-century books | Category:History of algebra | Category:History of science and technology in India | Category:Indian mathematics | Category:Social history of India,India,1100,📕,23.17650,75.78850
Category:12th-century books,Category:12th-century books,4183252,Bisclavret,https://en.wikipedia.org/?curid=4183252,Category:12th-century books | Category:Anglo-Norman literature | Category:French poems | Category:Lais of Marie de France | Category:Werewolf written fiction,France,1100,📕,51.507351,-0.127758
Category:12th-century books,Category:12th-century books,23149511,Boldon Book,https://en.wikipedia.org/?curid=23149511,Category:1180s in England | Category:12th-century books | Category:12th-century documents | Category:12th-century manuscripts | Category:Demographics of England | Category:History of the Church of England | Category:Manuscripts about England in Latin | Category:Medieval documents of England | Category:Taxation in medieval England,England,1180,📜,54.776100,-1.573300
Category:12th-century books,Category:12th-century books,60708149,Bughyat al-multamis fī tārīkh rijāl ahl al-Andalus,https://en.wikipedia.org/?curid=60708149,Category:12th-century Arabic-language books | Category:12th-century books | Category:12th-century encyclopedias | Category:Biographical dictionaries,Arabic,1100,📕,37.992200,-1.130700
